"likert_or_number","participant_id","question_id","priming","response","response_time","scale_size","question_valence"
"likert","rv9zz4g","19","Priming",2.936,15017,5,"Negative"
"likert","slcc5wo","8","No Priming",4.00006944444444,68151,9,"Positive"
"likert","slcc5wo","3","No Priming",8.84444444444444,53597,9,"Positive"
"likert","slcc5wo","1","No Priming",3.11111111111111,145999,9,"Positive"
"likert","slcc5wo","15","No Priming",6.91555555555556,30741,9,"Negative"
"likert","slcc5wo","5","No Priming",4.8280625,16743,5,"Positive"
"likert","slcc5wo","10","No Priming",6.01857142857143,15884,7,"Positive"
"likert","slcc5wo","14","No Priming",5.84720982142857,39581,7,"Positive"
"likert","slcc5wo","9","No Priming",4.0040625,22627,5,"Positive"
"likert","slcc5wo","21","No Priming",4.9160625,42271,5,"Negative"
"likert","slcc5wo","12","No Priming",8.83555555555555,9247,9,"Positive"
"likert","slcc5wo","16","No Priming",6.04444444444444,55501,9,"Negative"
"likert","slcc5wo","17","No Priming",5.89857142857143,10358,7,"Negative"
"likert","slcc5wo","2","No Priming",4.7640625,20172,5,"Positive"
"likert","slcc5wo","18","No Priming",2.9960625,39546,5,"Negative"
"likert","slcc5wo","13","No Priming",4.97292410714286,57831,7,"Positive"
"likert","slcc5wo","6","No Priming",5.83863839285714,20116,7,"Positive"
"likert","slcc5wo","19","No Priming",2.93285714285714,55302,7,"Negative"
"likert","slcc5wo","7","No Priming",4.844,21391,5,"Positive"
"likert","slcc5wo","20","No Priming",2.03292410714286,25052,7,"Negative"
"number","slcc5wo","c","No Priming",5.033125,8182,10,""
"number","slcc5wo","i","No Priming",3.041875,30295,10,""
"number","slcc5wo","b","No Priming",7.980625,8626,10,""
"number","slcc5wo","a","No Priming",6.011875,9564,10,""
"number","slcc5wo","d","No Priming",8.891875,13600,10,""
"number","slcc5wo","j","No Priming",9.859375,24006,10,""
"number","slcc5wo","h","No Priming",2.018125,22699,10,""
"number","slcc5wo","e","No Priming",7.901875,35748,10,""
"number","slcc5wo","g","No Priming",4.054375,24040,10,""
"likert","t4tq2sb","9","No Priming",3.06222222222222,567875,9,"Positive"
"likert","t4tq2sb","7","No Priming",6.99142857142857,196599,7,"Positive"
"likert","t4tq2sb","13","No Priming",2.992,261652,5,"Positive"
"likert","t4tq2sb","15","No Priming",4.95142857142857,103101,7,"Negative"
"likert","t4tq2sb","5","No Priming",6.98299107142857,9397,7,"Positive"
"likert","t4tq2sb","10","No Priming",4.96,14645,7,"Positive"
"likert","t4tq2sb","17","No Priming",2.62013392857143,26946,7,"Negative"
"likert","t4tq2sb","14","No Priming",8.98222222222222,9443,9,"Positive"
"likert","t4tq2sb","1","No Priming",2.000125,7330,5,"Positive"
"likert","t4tq2sb","2","No Priming",5.000125,11928,5,"Positive"
"likert","t4tq2sb","6","No Priming",8.95555555555556,9916,9,"Positive"
"likert","t4tq2sb","16","No Priming",1.672,26337,5,"Negative"
"likert","t4tq2sb","8","No Priming",3.03555555555556,8010,9,"Positive"
"likert","t4tq2sb","20","No Priming",1.00888888888889,3946,9,"Negative"
"likert","t4tq2sb","19","No Priming",1.464,7131,5,"Negative"
"likert","t4tq2sb","11","No Priming",6.98285714285714,6348,7,"Positive"
"likert","t4tq2sb","4","No Priming",3.97777777777778,11247,9,"Positive"
"likert","t4tq2sb","3","No Priming",5.93727678571429,5865,7,"Positive"
"likert","t4tq2sb","12","No Priming",4.032125,2632,5,"Positive"
"likert","t4tq2sb","21","No Priming",2.048,12247,5,"Negative"
"number","t4tq2sb","a","No Priming",6.00625,4047,10,""
"number","t4tq2sb","g","No Priming",1,5482,10,""
"number","t4tq2sb","i","No Priming",3.0025,4160,10,""
"number","t4tq2sb","c","No Priming",4.9375,2211,10,""
"number","t4tq2sb","h","No Priming",2.0575,7296,10,""
"number","t4tq2sb","d","No Priming",8.90875,1846,10,""
"number","t4tq2sb","j","No Priming",9.96625,1614,10,""
"number","t4tq2sb","f","No Priming",2.02375,2847,10,""
"number","t4tq2sb","e","No Priming",7.91875,2429,10,""
"number","t4tq2sb","b","No Priming",5.995,3848,10,""
"number","uv9fkc9","f","Priming",2.04625,16622,10,""
"number","uv9fkc9","i","Priming",2.87875,56439,10,""
"number","uv9fkc9","c","Priming",4.97125,3018,10,""
"number","uv9fkc9","d","Priming",8.72875,2278,10,""
"number","uv9fkc9","b","Priming",7.98625,4290,10,""
"number","uv9fkc9","g","Priming",3.91375,5526,10,""
"number","uv9fkc9","j","Priming",9.87625,2686,10,""
"number","uv9fkc9","e","Priming",7.9075,3176,10,""
"number","uv9fkc9","h","Priming",2.22625,2928,10,""
"number","uv9fkc9","a","Priming",6.11875,2375,10,""
"likert","uv9fkc9","3","Priming",8.81333333333333,22706,9,"Positive"
"likert","uv9fkc9","20","Priming",0.965714285714286,16751,7,"Negative"
"likert","uv9fkc9","16","Priming",2.248,22075,5,"Negative"
"likert","uv9fkc9","8","Priming",3.77333333333333,14594,9,"Positive"
"likert","uv9fkc9","13","Priming",3.896,6923,5,"Positive"
"likert","uv9fkc9","18","Priming",6.92,5983,9,"Negative"
"likert","uv9fkc9","14","Priming",8.86666666666667,6863,9,"Positive"
"likert","uv9fkc9","1","Priming",2.872,11377,5,"Positive"
"likert","uv9fkc9","19","Priming",2.97142857142857,6458,7,"Negative"
"likert","uv9fkc9","6","Priming",5.98857142857143,8157,7,"Positive"
"likert","uv9fkc9","17","Priming",1,8492,5,"Negative"
"likert","uv9fkc9","12","Priming",6.94857142857143,5027,7,"Positive"
"likert","uv9fkc9","10","Priming",4.832,9763,5,"Positive"
"likert","uv9fkc9","5","Priming",6.97333333333333,17011,9,"Positive"
"likert","uv9fkc9","11","Priming",1.12857142857143,8506,7,"Positive"
"likert","uv9fkc9","9","Priming",3.88,26508,5,"Positive"
"likert","uv9fkc9","2","Priming",5.85142857142857,15323,7,"Positive"
"likert","uv9fkc9","7","Priming",6.89714285714286,11809,7,"Positive"
"likert","ux1szwr","14","No Priming",8.94666666666667,19737,9,"Positive"
"likert","ux1szwr","20","No Priming",2.112,6408,5,"Negative"
"likert","ux1szwr","8","No Priming",5.79142857142857,14796,7,"Positive"
"likert","ux1szwr","2","No Priming",6.88,44422,7,"Positive"
"likert","ux1szwr","7","No Priming",7.15428571428571,9797,7,"Positive"
"likert","ux1szwr","16","No Priming",2.152,5362,5,"Negative"
"likert","ux1szwr","6","No Priming",7.09777777777778,17264,9,"Positive"
"likert","ux1szwr","19","No Priming",3.13333333333333,4647,9,"Negative"
"likert","ux1szwr","17","No Priming",1.90857142857143,4799,7,"Negative"
"likert","ux1szwr","21","No Priming",1.256,4528,5,"Negative"
"likert","ux1szwr","11","No Priming",8.07555555555556,5213,9,"Positive"
"likert","ux1szwr","10","No Priming",8.20888888888889,5263,9,"Positive"
"likert","ux1szwr","18","No Priming",2.136,4395,5,"Negative"
"likert","ux1szwr","1","No Priming",4.32,6137,5,"Positive"
"likert","ux1szwr","12","No Priming",8.90222222222222,4626,9,"Positive"
"likert","ux1szwr","9","No Priming",5.08,3509,5,"Positive"
"likert","ux1szwr","3","No Priming",5.04,5697,5,"Positive"
"likert","ux1szwr","4","No Priming",5.30285714285714,5730,7,"Positive"
"number","ux1szwr","b","No Priming",8.05375,6785,10,""
"number","ux1szwr","d","No Priming",9.13375,2380,10,""
"number","ux1szwr","a","No Priming",6.1975,2360,10,""
"number","ux1szwr","f","No Priming",2.11375,3196,10,""
"number","ux1szwr","g","No Priming",3.88,2279,10,""
"number","ux1szwr","i","No Priming",3.115,6730,10,""
"number","ux1szwr","c","No Priming",5.1175,2313,10,""
"number","ux1szwr","h","No Priming",2.04625,2162,10,""
"number","ux1szwr","e","No Priming",8.1775,1696,10,""
"number","ux1szwr","j","No Priming",9.98875,1631,10,""
"number","vre34bo","f","Priming",2.09125,2467,10,""
"number","vre34bo","j","Priming",9.955,2403,10,""
"number","vre34bo","h","Priming",2.0575,1692,10,""
"number","vre34bo","g","Priming",4.02625,1826,10,""
"number","vre34bo","e","Priming",7.975,3285,10,""
"number","vre34bo","c","Priming",4.9825,1777,10,""
"number","vre34bo","a","Priming",5.995,2200,10,""
"number","vre34bo","d","Priming",8.8975,4500,10,""
"number","vre34bo","i","Priming",3.0475,2090,10,""
"number","vre34bo","b","Priming",7.93,1768,10,""
"likert","vre34bo","4","Priming",5.01151776994978,28292,7,"Positive"
"likert","vre34bo","7","Priming",6.95714285714286,10067,7,"Positive"
"likert","vre34bo","19","Priming",5.01481472439236,17690,9,"Negative"
"likert","vre34bo","11","Priming",5.72808325195312,8308,5,"Positive"
"likert","vre34bo","15","Priming",7.03259250217014,12802,9,"Negative"
"likert","vre34bo","17","Priming",3,3864,9,"Negative"
"likert","vre34bo","10","Priming",6.00580348423549,4600,7,"Positive"
"likert","vre34bo","12","Priming",6.94857142857143,4091,7,"Positive"
"likert","vre34bo","20","Priming",0.024083251953125,2520,5,"Negative"
"likert","vre34bo","8","Priming",3.98294634137835,4105,7,"Positive"
"likert","vre34bo","5","Priming",4.976,4537,5,"Positive"
"likert","vre34bo","1","Priming",3.032,2969,5,"Positive"
"likert","vre34bo","3","Priming",8.9792591688368,3670,9,"Positive"
"likert","vre34bo","2","Priming",7.96888888888889,4371,9,"Positive"
"likert","vre34bo","14","Priming",7.65142857142857,3266,7,"Positive"
"likert","vre34bo","16","Priming",1.94408325195313,4085,5,"Negative"
"likert","vre34bo","13","Priming",4.04,4095,5,"Positive"
"likert","vre34bo","6","Priming",7,2756,9,"Positive"
"likert","vre34bo","9","Priming",4.09142848423549,3242,7,"Positive"
"likert","vs31fbr","7","No Priming",3.824,26743,5,"Positive"
"likert","vs31fbr","17","No Priming",2.336,9978,5,"Negative"
"likert","vs31fbr","21","No Priming",2.53428571428571,11147,7,"Negative"
"likert","vs31fbr","16","No Priming",7.10666666666667,6999,9,"Negative"
"likert","vs31fbr","19","No Priming",2.368,7101,5,"Negative"
"likert","vs31fbr","1","No Priming",2.36,40870,5,"Positive"
"likert","vs31fbr","12","No Priming",5.92,6280,7,"Positive"
"likert","vs31fbr","20","No Priming",1.00857142857143,11145,7,"Negative"
"likert","vs31fbr","5","No Priming",6.10222222222222,11480,9,"Positive"
"likert","vs31fbr","10","No Priming",4.392,7984,5,"Positive"
"likert","vs31fbr","14","No Priming",7.09428571428571,11014,7,"Positive"
"likert","vs31fbr","11","No Priming",6.86666666666667,5054,9,"Positive"
"likert","vs31fbr","13","No Priming",4.55555555555556,9032,9,"Positive"
"likert","vs31fbr","3","No Priming",7.86222222222222,5568,9,"Positive"
"likert","vs31fbr","8","No Priming",3.808,17703,5,"Positive"
"likert","vs31fbr","15","No Priming",5.83428571428571,9016,7,"Negative"
"likert","vs31fbr","6","No Priming",5.56,12777,7,"Positive"
"likert","vs31fbr","9","No Priming",2.456,6902,5,"Positive"
"likert","vs31fbr","2","No Priming",7,4522,9,"Positive"
"number","vs31fbr","j","No Priming",9.94375,8252,10,""
"number","vs31fbr","b","No Priming",7.96375,1960,10,""
"number","vs31fbr","g","No Priming",4.13875,2793,10,""
"number","vs31fbr","f","No Priming",2.15875,2160,10,""
"number","vs31fbr","a","No Priming",6.04,2061,10,""
"number","vs31fbr","c","No Priming",4.88125,1742,10,""
"number","vs31fbr","d","No Priming",8.93125,2409,10,""
"number","vs31fbr","h","No Priming",2.035,2543,10,""
"number","vs31fbr","i","No Priming",3.05875,1827,10,""
"number","vs31fbr","e","No Priming",7.8625,2193,10,""
"likert","wb88vxn","3","No Priming",8.03111111111111,24104,9,"Positive"
"likert","wb88vxn","14","No Priming",7.01714285714286,10283,7,"Positive"
"likert","wb88vxn","1","No Priming",3.27142857142857,33290,7,"Positive"
"likert","wb88vxn","10","No Priming",4.824,58344,5,"Positive"
"likert","wb88vxn","4","No Priming",4.85714285714286,23037,7,"Positive"
"likert","wb88vxn","11","No Priming",4.808,17213,5,"Positive"
"likert","wb88vxn","13","No Priming",4.39555555555556,14622,9,"Positive"
"likert","wb88vxn","12","No Priming",4.776,4930,5,"Positive"
"likert","wb88vxn","6","No Priming",5.85142857142857,13269,7,"Positive"
"likert","wb88vxn","7","No Priming",7.94222222222222,8201,9,"Positive"
"likert","wb88vxn","9","No Priming",3.8,23044,5,"Positive"
"likert","wb88vxn","21","No Priming",5.42666666666667,41007,9,"Negative"
"likert","wb88vxn","8","No Priming",4.03428571428571,25146,7,"Positive"
"likert","wb88vxn","20","No Priming",0.832,8319,5,"Negative"
"likert","wb88vxn","5","No Priming",6.89333333333333,24498,9,"Positive"
"likert","wb88vxn","2","No Priming",7.70222222222222,6999,9,"Positive"
"likert","wb88vxn","17","No Priming",3.13333333333333,22209,9,"Negative"
"number","wb88vxn","h","No Priming",2.20375,4599,10,""
"number","wb88vxn","b","No Priming",8.02,2075,10,""
"number","wb88vxn","d","No Priming",8.9425,3249,10,""
"number","wb88vxn","c","No Priming",5.10625,6148,10,""
"number","wb88vxn","f","No Priming",1.99,2194,10,""
"number","wb88vxn","j","No Priming",9.8425,6147,10,""
"number","wb88vxn","a","No Priming",6.1075,4264,10,""
"number","wb88vxn","e","No Priming",7.9525,5031,10,""
"number","wb88vxn","g","No Priming",4.07125,2647,10,""
"number","wb88vxn","i","No Priming",3.12625,3514,10,""
"number","wydx7w0","h","Priming",2.09125,28312,10,""
"number","wydx7w0","d","Priming",8.9425,6379,10,""
"number","wydx7w0","i","Priming",3.0925,1946,10,""
"number","wydx7w0","j","Priming",10,2845,10,""
"number","wydx7w0","c","Priming",4.96,1709,10,""
"number","wydx7w0","g","Priming",3.9925,1623,10,""
"number","wydx7w0","b","Priming",8.03125,4337,10,""
"number","wydx7w0","a","Priming",5.98375,1919,10,""
"number","wydx7w0","f","Priming",2.1025,3112,10,""
"number","wydx7w0","e","Priming",7.9975,2457,10,""
"likert","wydx7w0","5","Priming",3.896,32792,5,"Positive"
"likert","wydx7w0","4","Priming",3.952,14563,5,"Positive"
"likert","wydx7w0","12","Priming",3.968,3653,5,"Positive"
"likert","wydx7w0","11","Priming",6.95714285714286,5709,7,"Positive"
"likert","wydx7w0","7","Priming",7.88,9480,9,"Positive"
"likert","wydx7w0","2","Priming",7.07714285714286,3000,7,"Positive"
"likert","wydx7w0","15","Priming",6.03142857142857,6479,7,"Negative"
"likert","wydx7w0","8","Priming",3.98666666666667,4260,9,"Positive"
"likert","wydx7w0","6","Priming",5.86857142857143,2494,7,"Positive"
"likert","wydx7w0","21","Priming",1.048,3546,5,"Negative"
"likert","wydx7w0","20","Priming",1.08888888888889,4141,9,"Negative"
"likert","wydx7w0","9","Priming",3.944,3683,5,"Positive"
"likert","wydx7w0","17","Priming",1.112,4406,5,"Negative"
"likert","wydx7w0","16","Priming",6.04,5758,9,"Negative"
"likert","wydx7w0","14","Priming",6.97428571428571,11515,7,"Positive"
"likert","wydx7w0","3","Priming",7.96,6790,9,"Positive"
"likert","wydx7w0","18","Priming",7.03555555555556,2831,9,"Negative"
"likert","wydx7w0","10","Priming",5.92857142857143,5564,7,"Positive"
"likert","xan32j8","14","No Priming",9.0719576687283,18508,9,"Positive"
"likert","xan32j8","7","No Priming",4.99276184082031,7045,5,"Positive"
"likert","xan32j8","8","No Priming",4.79795911516462,12299,7,"Positive"
"likert","xan32j8","21","No Priming",4.01417989095052,6295,9,"Negative"
"likert","xan32j8","16","No Priming",3.15224482945033,5261,7,"Negative"
"likert","xan32j8","20","No Priming",1.0719576687283,17519,9,"Negative"
"likert","xan32j8","3","No Priming",4.97680944824219,7504,5,"Positive"
"likert","xan32j8","11","No Priming",4.85676184082031,15950,5,"Positive"
"likert","xan32j8","15","No Priming",6.46751322428385,11710,9,"Negative"
"likert","xan32j8","9","No Priming",6.06751322428385,8157,9,"Positive"
"likert","xan32j8","4","No Priming",4.28876184082031,10304,5,"Positive"
"likert","xan32j8","12","No Priming",4.64080944824219,6477,5,"Positive"
"likert","xan32j8","1","No Priming",3.45680944824219,6767,5,"Positive"
"likert","xan32j8","13","No Priming",4.58306877983941,17194,9,"Positive"
"likert","xan32j8","10","No Priming",5.66367340087891,5989,7,"Positive"
"likert","xan32j8","6","No Priming",5.81801012311663,7238,7,"Positive"
"likert","xan32j8","19","No Priming",1.58480944824219,3106,5,"Negative"
"likert","xan32j8","17","No Priming",2.14938768659319,4390,7,"Negative"
"likert","xan32j8","5","No Priming",5.8694386945452,4323,7,"Positive"
"likert","xan32j8","2","No Priming",6.77801012311663,6049,7,"Positive"
"number","xan32j8","i","No Priming",3.00357142448425,6872,10,""
"number","xan32j8","c","No Priming",5.02857142448425,2435,10,""
"number","xan32j8","g","No Priming",4.07232142448425,2532,10,""
"number","xan32j8","a","No Priming",6.00732142448425,1664,10,""
"number","xan32j8","b","No Priming",7.90857142448425,2031,10,""
"number","xan32j8","f","No Priming",2.12607142448425,1845,10,""
"number","xan32j8","e","No Priming",7.89732142448425,1750,10,""
"number","xan32j8","j","No Priming",9.92232142448425,7155,10,""
"number","xan32j8","h","No Priming",2.13732142448425,2445,10,""
"number","xan32j8","d","No Priming",9.05607142448425,1828,10,""
"number","xfaybn5","f","Priming",2.0575,10191,10,""
"number","xfaybn5","c","Priming",5.005,3705,10,""
"number","xfaybn5","e","Priming",7.9525,3113,10,""
"number","xfaybn5","d","Priming",8.95375,3047,10,""
"number","xfaybn5","b","Priming",7.9525,3935,10,""
"number","xfaybn5","h","Priming",2.08,2966,10,""
"number","xfaybn5","j","Priming",9.94375,7646,10,""
"number","xfaybn5","a","Priming",6.00625,3281,10,""
"number","xfaybn5","g","Priming",4.04875,3367,10,""
"number","xfaybn5","i","Priming",3.05875,5006,10,""
"likert","xfaybn5","6","Priming",3.952,46507,5,"Positive"
"likert","xfaybn5","16","Priming",2.976,29155,5,"Negative"
"likert","xfaybn5","8","Priming",3.99142857142857,72177,7,"Positive"
"likert","xfaybn5","1","Priming",3.01441964285714,34759,7,"Positive"
"likert","xfaybn5","3","Priming",8.96444444444444,9570,9,"Positive"
"likert","xfaybn5","18","Priming",6.96444444444444,15483,9,"Negative"
"likert","xfaybn5","13","Priming",4.01333333333333,16754,9,"Positive"
"likert","xfaybn5","20","Priming",1.008125,23906,5,"Negative"
"likert","xfaybn5","9","Priming",3.98666666666667,11146,9,"Positive"
"likert","xfaybn5","15","Priming",6.96444444444444,10106,9,"Negative"
"likert","xfaybn5","17","Priming",2.02013392857143,8943,7,"Negative"
"likert","xfaybn5","2","Priming",4.968125,9566,5,"Positive"
"likert","xfaybn5","7","Priming",7.72,28494,7,"Positive"
"likert","xfaybn5","5","Priming",6.97333333333333,18372,9,"Positive"
"likert","xfaybn5","14","Priming",10.4933333333333,10238,9,"Positive"
"likert","xfaybn5","11","Priming",4.952,50362,5,"Positive"
"likert","xfaybn5","12","Priming",4.960125,8951,5,"Positive"
"likert","xfaybn5","19","Priming",4.01714285714286,11046,7,"Negative"
"likert","xfaybn5","4","Priming",3.984125,7982,5,"Positive"
"likert","xfaybn5","10","Priming",5.02857142857143,8230,7,"Positive"
"number","xn7osnr","i","Priming",3.05875,9091,10,""
"number","xn7osnr","e","Priming",7.93,3938,10,""
"number","xn7osnr","b","Priming",7.91875,2684,10,""
"number","xn7osnr","g","Priming",4.015,4158,10,""
"number","xn7osnr","j","Priming",9.89875,2935,10,""
"number","xn7osnr","f","Priming",2.04625,5506,10,""
"number","xn7osnr","c","Priming",4.97125,2361,10,""
"number","xn7osnr","a","Priming",5.995,3056,10,""
"number","xn7osnr","h","Priming",2.06875,3129,10,""
"number","xn7osnr","d","Priming",8.8975,2418,10,""
"likert","xn7osnr","21","Priming",2.1520625,43862,5,"Negative"
"likert","xn7osnr","12","Priming",8.44888888888889,11136,9,"Positive"
"likert","xn7osnr","20","Priming",3.4000625,19375,5,"Negative"
"likert","xn7osnr","13","Priming",3.7280625,10473,5,"Positive"
"likert","xn7osnr","15","Priming",3.96,10721,9,"Negative"
"likert","xn7osnr","4","Priming",3.512,6883,5,"Positive"
"likert","xn7osnr","18","Priming",5.75555555555556,10571,9,"Negative"
"likert","xn7osnr","14","Priming",5.33720982142857,7859,7,"Positive"
"likert","xn7osnr","7","Priming",6.77714285714286,6090,7,"Positive"
"likert","xn7osnr","11","Priming",5.91142857142857,13677,7,"Positive"
"likert","xn7osnr","10","Priming",7.89777777777778,7538,9,"Positive"
"likert","xn7osnr","2","Priming",5.80006696428571,5476,7,"Positive"
"likert","xn7osnr","19","Priming",2.89428571428571,6736,7,"Negative"
"likert","xn7osnr","9","Priming",3.97435267857143,5329,7,"Positive"
"likert","xn7osnr","8","Priming",7.10673611111111,7408,9,"Positive"
"likert","xn7osnr","17","Priming",2.75111111111111,7335,9,"Negative"
"likert","xn7osnr","3","Priming",4.456,7423,5,"Positive"
"likert","xn7osnr","1","Priming",2.4800625,6016,5,"Positive"
"likert","xn7osnr","5","Priming",4.072,9101,5,"Positive"
"likert","xn7osnr","16","Priming",7.40888888888889,9964,9,"Negative"
"likert","xn7osnr","6","Priming",5.66292410714286,9751,7,"Positive"
"likert","xwyg40c","19","No Priming",4.96444444444444,48671,9,"Negative"
"likert","xwyg40c","16","No Priming",6.12,10347,9,"Negative"
"likert","xwyg40c","8","No Priming",4,13301,5,"Positive"
"likert","xwyg40c","14","No Priming",8.98222222222222,24591,9,"Positive"
"likert","xwyg40c","2","No Priming",6.65714285714286,15144,7,"Positive"
"likert","xwyg40c","17","No Priming",2.88444444444444,12871,9,"Negative"
"likert","xwyg40c","7","No Priming",5,7777,5,"Positive"
"likert","xwyg40c","21","No Priming",3.30571428571429,11150,7,"Negative"
"likert","xwyg40c","5","No Priming",4.768,8633,5,"Positive"
"likert","xwyg40c","6","No Priming",5.92857142857143,10107,7,"Positive"
"likert","xwyg40c","18","No Priming",7.03555555555556,17168,9,"Negative"
"likert","xwyg40c","13","No Priming",4.06857142857143,985548,7,"Positive"
"likert","xwyg40c","4","No Priming",3.216,69917,5,"Positive"
"likert","xwyg40c","11","No Priming",6.71714285714286,37856,7,"Positive"
"likert","xwyg40c","9","No Priming",4.01714285714286,63719,7,"Positive"
"likert","xwyg40c","15","No Priming",6.84888888888889,8518,9,"Negative"
"likert","xwyg40c","3","No Priming",8.79555555555556,5197,9,"Positive"
"likert","xwyg40c","20","No Priming",1,15550,7,"Negative"
"likert","xwyg40c","10","No Priming",4.96,28669,5,"Positive"
"likert","xwyg40c","1","No Priming",2.936,8482,5,"Positive"
"likert","xwyg40c","12","No Priming",4.752,8288,5,"Positive"
"number","xwyg40c","a","No Priming",5.905,5203,10,""
"number","xwyg40c","j","No Priming",9.94375,7056,10,""
"number","xwyg40c","f","No Priming",2.02375,3642,10,""
"number","xwyg40c","e","No Priming",7.9525,2029,10,""
"number","xwyg40c","b","No Priming",7.78375,5707,10,""
"number","xwyg40c","d","No Priming",8.77375,5107,10,""
"number","xwyg40c","c","No Priming",5.005,3046,10,""
"number","xwyg40c","i","No Priming",2.935,6089,10,""
"number","xwyg40c","g","No Priming",3.86875,1797,10,""
"number","xwyg40c","h","No Priming",2.24875,2479,10,""
"likert","xx6tt43","2","No Priming",3.936125,6405,5,"Positive"
"likert","xx6tt43","19","No Priming",3.02285714285714,7812,7,"Negative"
"likert","xx6tt43","12","No Priming",6.16013392857143,12079,7,"Positive"
"likert","xx6tt43","14","No Priming",6.95714285714286,16553,7,"Positive"
"likert","xx6tt43","1","No Priming",2.056125,6216,5,"Positive"
"likert","xx6tt43","8","No Priming",3.47111111111111,13947,9,"Positive"
"likert","xx6tt43","3","No Priming",4.288125,7761,5,"Positive"
"likert","xx6tt43","16","No Priming",4.43714285714286,7332,7,"Negative"
"likert","xx6tt43","18","No Priming",7.38222222222222,9948,9,"Negative"
"likert","xx6tt43","11","No Priming",5.52571428571429,8837,7,"Positive"
"likert","xx6tt43","15","No Priming",3.456,4819,5,"Negative"
"likert","xx6tt43","6","No Priming",6.12888888888889,5263,9,"Positive"
"likert","xx6tt43","21","No Priming",5.85333333333333,6446,9,"Negative"
"likert","xx6tt43","10","No Priming",3.95111111111111,7199,9,"Positive"
"likert","xx6tt43","9","No Priming",2.99111111111111,12351,9,"Positive"
"likert","xx6tt43","20","No Priming",1.02584821428571,11606,7,"Negative"
"likert","xx6tt43","17","No Priming",2.224125,9500,5,"Negative"
"likert","xx6tt43","7","No Priming",3.84,8786,5,"Positive"
"likert","xx6tt43","13","No Priming",1.848,11447,5,"Positive"
"likert","xx6tt43","5","No Priming",5.99555555555556,12951,9,"Positive"
"likert","xx6tt43","4","No Priming",3.58870535714286,6813,7,"Positive"
"number","xx6tt43","c","No Priming",4.99375,2679,10,""
"number","xx6tt43","e","No Priming",7.93,2628,10,""
"number","xx6tt43","i","No Priming",3.07,2938,10,""
"number","xx6tt43","f","No Priming",2.1025,2721,10,""
"number","xx6tt43","b","No Priming",7.96375,2984,10,""
"number","xx6tt43","h","No Priming",2.06875,3970,10,""
"number","xx6tt43","j","No Priming",9.9325,2597,10,""
"number","xx6tt43","d","No Priming",8.92,3995,10,""
"number","xx6tt43","g","No Priming",4.015,2219,10,""
"number","xx6tt43","a","No Priming",5.98375,1864,10,""
"number","xz1rx5s","f","Priming",2.02375,21081,10,""
"number","xz1rx5s","c","Priming",4.7575,25847,10,""
"number","xz1rx5s","g","Priming",4.02625,8138,10,""
"number","xz1rx5s","d","Priming",8.9875,7040,10,""
"number","xz1rx5s","a","Priming",5.98375,3470,10,""
"number","xz1rx5s","j","Priming",9.82,10634,10,""
"number","xz1rx5s","i","Priming",2.9575,3383,10,""
"number","xz1rx5s","h","Priming",2.04625,7337,10,""
"number","xz1rx5s","b","Priming",7.93,4618,10,""
"number","xz1rx5s","e","Priming",7.98625,2880,10,""
"likert","xz1rx5s","8","Priming",4.032,23208,5,"Positive"
"likert","xz1rx5s","21","Priming",1.168,28430,5,"Negative"
"likert","xz1rx5s","9","Priming",3.82666666666667,11660,9,"Positive"
"likert","xz1rx5s","1","Priming",2.84888888888889,6844,9,"Positive"
"likert","xz1rx5s","16","Priming",5.84444444444444,10785,9,"Negative"
"likert","xz1rx5s","11","Priming",8.19111111111111,12161,9,"Positive"
"likert","xz1rx5s","6","Priming",7,10759,9,"Positive"
"likert","xz1rx5s","2","Priming",4.864,9950,5,"Positive"
"likert","xz1rx5s","17","Priming",1.86571428571429,7187,7,"Negative"
"likert","xz1rx5s","14","Priming",4.96,17252,5,"Positive"
"likert","xz1rx5s","5","Priming",6.77777777777778,14506,9,"Positive"
"likert","xz1rx5s","10","Priming",4.768,12617,5,"Positive"
"likert","xz1rx5s","3","Priming",8.6,5398,9,"Positive"
"likert","xz1rx5s","18","Priming",4.74571428571429,5546,7,"Negative"
"likert","xz1rx5s","15","Priming",4.87428571428571,5984,7,"Negative"
"likert","xz1rx5s","7","Priming",6.85428571428571,4885,7,"Positive"
"likert","xz1rx5s","12","Priming",4.896,9192,5,"Positive"
"likert","xz1rx5s","4","Priming",4.93428571428571,7548,7,"Positive"
"likert","xz1rx5s","19","Priming",2.76571428571429,11658,7,"Negative"
"likert","xz1rx5s","20","Priming",0.952,11218,5,"Negative"
"number","y20f97z","a","Priming",6.01751684347085,47843,10,""
"number","y20f97z","i","Priming",3.04750687334461,3387,10,""
"number","y20f97z","c","Priming",4.96001329350166,2227,10,""
"number","y20f97z","e","Priming",7.96377337692479,2733,10,""
"number","y20f97z","b","Priming",7.97502341469042,1865,10,""
"number","y20f97z","d","Priming",8.96502673806583,1975,10,""
"number","y20f97z","g","Priming",4.00376008342313,3385,10,""
"number","y20f97z","j","Priming",9.92127994814436,2358,10,""
"number","y20f97z","h","Priming",2.09125366326608,4092,10,""
"number","y20f97z","f","Priming",2.0237534366723,3275,10,""
"likert","y20f97z","5","Priming",3.9824012470745,17343,5,"Positive"
"likert","y20f97z","8","Priming",3.07256602761484,18254,7,"Positive"
